	Leafname	GenbkID	KS_index	ClusterID	Clade
8813	JPUZ01000004|c4|792446-807562||X983_2981|polyketide_synthase_PksN|KGV55291|1175-1600|KS1|KS8	JPUZ01000004	KS8	c4	clade_not_conserved
8814	JPUZ01000004|c4|792446-807562||X983_2981|polyketide_synthase_PksN|KGV55291|2732-3170|KS2|KS9	JPUZ01000004	KS9	c4	Clade_12
8815	JPUZ01000004|c4|807559-825198||X983_2982|methyltransferase_domain_protein|KGV54171|2365-2794|KS2|KS5	JPUZ01000004	KS5	c4	Clade_62
8816	JPUZ01000004|c4|807559-825198||X983_2982|methyltransferase_domain_protein|KGV54171|3409-3830|KS3|KS6	JPUZ01000004	KS6	c4	Clade_82
8817	JPUZ01000004|c4|807559-825198||X983_2982|methyltransferase_domain_protein|KGV54171|5145-5535|KS4|KS7	JPUZ01000004	KS7	c4	Clade_80
8818	JPUZ01000004|c4|807559-825198||X983_2982|methyltransferase_domain_protein|KGV54171|872-1293|KS1|KS4	JPUZ01000004	KS4	c4	Clade_82
8819	JPUZ01000004|c4|825188-838840||X983_2983|beta-eliminating_lyase_family_protein|KGV55477|3137-3566|KS2|KS2	JPUZ01000004	KS2	c4	Clade_60
8820	JPUZ01000004|c4|825188-838840||X983_2983|beta-eliminating_lyase_family_protein|KGV55477|4008-4439|KS3|KS3	JPUZ01000004	KS3	c4	Clade_54
8821	JPUZ01000004|c4|825188-838840||X983_2983|beta-eliminating_lyase_family_protein|KGV55477|777-1201|KS1|KS1	JPUZ01000004	KS1	c4	Clade_8
8822	JPUZ01000004|c4|846833-848077|+|X983_2991|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV54667|9-414|KS1|KS1b	JPUZ01000004	KS1b	c4	Clade_89
8823	JPUZ01000004|c9|1769332-1777851|+|X983_3745|AMP-binding_enzyme_family_protein|KGV55070|917-1361|KS1|KS1	JPUZ01000004	KS1	c9	Clade_2
8824	JPUZ01000004|c9|1783405-1795794|+|X983_3751|thioester_reductase_domain_protein|KGV54339|171-593|KS1|KS2	JPUZ01000004	KS2	c9	clade_not_conserved
8825	JPUZ01000004|c9|1783405-1795794|+|X983_3751|thioester_reductase_domain_protein|KGV54339|2183-2595|KS2|KS3	JPUZ01000004	KS3	c9	Clade_47
8826	JPVA01000004|c2|340380-348890|+|X879_3924|AMP-binding_enzyme_family_protein|KGV94533|917-1361|KS1|KS1	JPVA01000004	KS1	c2	Clade_2
8827	JPVA01000004|c2|354463-366834|+|X879_3931|thioester_reductase_domain_protein|KGV95079|171-593|KS1|KS2	JPVA01000004	KS2	c2	clade_not_conserved
8828	JPVA01000004|c2|354463-366834|+|X879_3931|thioester_reductase_domain_protein|KGV95079|2180-2592|KS2|KS3	JPVA01000004	KS3	c2	Clade_47
8829	JPVA01000006|c3|431017-435702||X879_5394|beta-eliminating_lyase_family_protein|KGV83933|955-1383|KS1|KS10	JPVA01000006	KS10	c3	Clade_60
8830	JPVA01000006|c3|435686-450448||X879_5395|polyketide_synthase_PksN|KGV83904|1174-1599|KS1|KS8	JPVA01000006	KS8	c3	clade_not_conserved
8831	JPVA01000006|c3|435686-450448||X879_5395|polyketide_synthase_PksN|KGV83904|2734-3172|KS2|KS9	JPVA01000006	KS9	c3	Clade_12
8832	JPVA01000006|c3|450445-468261||X879_5396|methyltransferase_domain_protein|KGV83486|2393-2822|KS2|KS5	JPVA01000006	KS5	c3	Clade_62
8833	JPVA01000006|c3|450445-468261||X879_5396|methyltransferase_domain_protein|KGV83486|3453-3874|KS3|KS6	JPVA01000006	KS6	c3	Clade_82
8834	JPVA01000006|c3|450445-468261||X879_5396|methyltransferase_domain_protein|KGV83486|5212-5602|KS4|KS7	JPVA01000006	KS7	c3	Clade_80
8835	JPVA01000006|c3|450445-468261||X879_5396|methyltransferase_domain_protein|KGV83486|898-1319|KS1|KS4	JPVA01000006	KS4	c3	Clade_82
8836	JPVA01000006|c3|468251-481915||X879_5397|beta-eliminating_lyase_family_protein|KGV83474|3134-3563|KS2|KS2	JPVA01000006	KS2	c3	Clade_60
8837	JPVA01000006|c3|468251-481915||X879_5397|beta-eliminating_lyase_family_protein|KGV83474|4012-4443|KS3|KS3	JPVA01000006	KS3	c3	Clade_54
8838	JPVA01000006|c3|468251-481915||X879_5397|beta-eliminating_lyase_family_protein|KGV83474|777-1201|KS1|KS1	JPVA01000006	KS1	c3	Clade_8
8839	JPVA01000006|c3|489882-491126|+|X879_5405|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV84035|9-414|KS1|KS1b	JPVA01000006	KS1b	c3	Clade_89
8840	JPVB01000003|c11|2285043-2286287||X884_1834|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV40121|9-414|KS1|KS1b	JPVB01000003	KS1b	c11	Clade_89
8841	JPVB01000003|c11|2294244-2307833|+|X884_1842|beta-eliminating_lyase_family_protein|KGV39204|3126-3555|KS2|KS2	JPVB01000003	KS2	c11	Clade_60
8842	JPVB01000003|c11|2294244-2307833|+|X884_1842|beta-eliminating_lyase_family_protein|KGV39204|3987-4418|KS3|KS3	JPVB01000003	KS3	c11	Clade_54
8843	JPVB01000003|c11|2294244-2307833|+|X884_1842|beta-eliminating_lyase_family_protein|KGV39204|777-1201|KS1|KS1	JPVB01000003	KS1	c11	Clade_8
8844	JPVB01000003|c11|2307823-2325378|+|X884_1843|polyketide_synthase_PksL|KGV39245|2357-2786|KS2|KS5	JPVB01000003	KS5	c11	Clade_62
8845	JPVB01000003|c11|2307823-2325378|+|X884_1843|polyketide_synthase_PksL|KGV39245|3385-3806|KS3|KS6	JPVB01000003	KS6	c11	Clade_82
8846	JPVB01000003|c11|2307823-2325378|+|X884_1843|polyketide_synthase_PksL|KGV39245|5122-5512|KS4|KS7	JPVB01000003	KS7	c11	Clade_80
8847	JPVB01000003|c11|2307823-2325378|+|X884_1843|polyketide_synthase_PksL|KGV39245|867-1288|KS1|KS4	JPVB01000003	KS4	c11	Clade_82
8848	JPVB01000003|c11|2325375-2340500|+|X884_1844|polyketide_synthase_PksN|KGV37988|1175-1600|KS1|KS8	JPVB01000003	KS8	c11	clade_not_conserved
8849	JPVB01000003|c11|2325375-2340500|+|X884_1844|polyketide_synthase_PksN|KGV37988|2729-3167|KS2|KS9	JPVB01000003	KS9	c11	Clade_12
8850	JPVB01000003|c11|2340484-2345151|+|X884_1845|beta-eliminating_lyase_family_protein|KGV39390|949-1377|KS1|KS10	JPVB01000003	KS10	c11	Clade_60
8851	JPVB01000003|c6|1379649-1392044||X884_1112|thioester_reductase_domain_protein|KGV40102|171-593|KS1|KS2	JPVB01000003	KS2	c6	clade_not_conserved
8852	JPVB01000003|c6|1379649-1392044||X884_1112|thioester_reductase_domain_protein|KGV40102|2186-2598|KS2|KS3	JPVB01000003	KS3	c6	Clade_47
8853	JPVB01000003|c6|1397582-1406101||X884_1118|AMP-binding_enzyme_family_protein|KGV39431|917-1361|KS1|KS1	JPVB01000003	KS1	c6	Clade_2
8854	JPVC01000005|c5|899217-903935||X890_6098|beta-eliminating_lyase_family_protein|KGV77923|967-1395|KS1|KS3	JPVC01000005	KS3	c5	Clade_60
8855	JPVC01000005|c5|903919-919023||X890_6099|polyketide_synthase_PksN|KGV78318|1175-1600|KS1|KS1	JPVC01000005	KS1	c5	clade_not_conserved
8856	JPVC01000005|c5|903919-919023||X890_6099|polyketide_synthase_PksN|KGV78318|2731-3169|KS2|KS2	JPVC01000005	KS2	c5	Clade_12
8857	JPVC01000007|c1|17231-30769||X890_3487|beta-eliminating_lyase_family_protein|KGV68469|3132-3561|KS2|KS2	JPVC01000007	KS2	c1	Clade_60
8858	JPVC01000007|c1|17231-30769||X890_3487|beta-eliminating_lyase_family_protein|KGV68469|3970-4401|KS3|KS3	JPVC01000007	KS3	c1	Clade_54
8859	JPVC01000007|c1|17231-30769||X890_3487|beta-eliminating_lyase_family_protein|KGV68469|777-1201|KS1|KS1	JPVC01000007	KS1	c1	Clade_8
8860	JPVC01000007|c1|38722-39966|+|X890_3496|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV68969|9-414|KS1|KS1b	JPVC01000007	KS1b	c1	Clade_89
8861	JPVC01000007|c6|958713-967241|+|X890_4242|AMP-binding_enzyme_family_protein|KGV68966|917-1361|KS1|KS1	JPVC01000007	KS1	c6	Clade_2
8862	JPVC01000007|c6|972804-985217|+|X890_4248|thioester_reductase_domain_protein|KGV68861|171-593|KS1|KS2	JPVC01000007	KS2	c6	clade_not_conserved
8863	JPVC01000007|c6|972804-985217|+|X890_4248|thioester_reductase_domain_protein|KGV68861|2189-2601|KS2|KS3	JPVC01000007	KS3	c6	Clade_47
8864	JPVD01000007|c11|2379436-2380680||X944_4490|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV66532|9-414|KS1|KS1b	JPVD01000007	KS1b	c11	Clade_89
8865	JPVD01000007|c11|2388647-2402302|+|X944_4498|beta-eliminating_lyase_family_protein|KGV66663|3134-3563|KS2|KS2	JPVD01000007	KS2	c11	Clade_60
8866	JPVD01000007|c11|2388647-2402302|+|X944_4498|beta-eliminating_lyase_family_protein|KGV66663|4009-4440|KS3|KS3	JPVD01000007	KS3	c11	Clade_54
8867	JPVD01000007|c11|2388647-2402302|+|X944_4498|beta-eliminating_lyase_family_protein|KGV66663|777-1201|KS1|KS1	JPVD01000007	KS1	c11	Clade_8
8868	JPVD01000007|c11|2402292-2420126|+|X944_4499|methyltransferase_domain_protein|KGV65396|2399-2828|KS2|KS5	JPVD01000007	KS5	c11	Clade_62
8869	JPVD01000007|c11|2402292-2420126|+|X944_4499|methyltransferase_domain_protein|KGV65396|3459-3880|KS3|KS6	JPVD01000007	KS6	c11	Clade_82
8870	JPVD01000007|c11|2402292-2420126|+|X944_4499|methyltransferase_domain_protein|KGV65396|5218-5608|KS4|KS7	JPVD01000007	KS7	c11	Clade_80
8871	JPVD01000007|c11|2402292-2420126|+|X944_4499|methyltransferase_domain_protein|KGV65396|904-1325|KS1|KS4	JPVD01000007	KS4	c11	Clade_82
8872	JPVD01000007|c11|2420123-2434885|+|X944_4500|polyketide_synthase_PksN|KGV66656|1174-1599|KS1|KS8	JPVD01000007	KS8	c11	clade_not_conserved
8873	JPVD01000007|c11|2420123-2434885|+|X944_4500|polyketide_synthase_PksN|KGV66656|2734-3172|KS2|KS9	JPVD01000007	KS9	c11	Clade_12
8874	JPVD01000007|c11|2434869-2439554|+|X944_4501|beta-eliminating_lyase_family_protein|KGV67267|955-1383|KS1|KS10	JPVD01000007	KS10	c11	Clade_60
8875	JPVD01000007|c6|1441889-1454260||X944_3705|thioester_reductase_domain_protein|KGV65137|171-593|KS1|KS2	JPVD01000007	KS2	c6	clade_not_conserved
8876	JPVD01000007|c6|1441889-1454260||X944_3705|thioester_reductase_domain_protein|KGV65137|2180-2592|KS2|KS3	JPVD01000007	KS3	c6	Clade_47
8877	JPVD01000007|c6|1459833-1468343||X944_3712|AMP-binding_enzyme_family_protein|KGV66195|917-1361|KS1|KS1	JPVD01000007	KS1	c6	Clade_2
8878	JPVE01000004|c1|17067-30800||X893_3702|beta-eliminating_lyase_family_protein|KGV43412|3134-3563|KS2|KS2	JPVE01000004	KS2	c1	Clade_60
8879	JPVE01000004|c1|17067-30800||X893_3702|beta-eliminating_lyase_family_protein|KGV43412|4035-4466|KS3|KS3	JPVE01000004	KS3	c1	Clade_54
8880	JPVE01000004|c1|17067-30800||X893_3702|beta-eliminating_lyase_family_protein|KGV43412|777-1201|KS1|KS1	JPVE01000004	KS1	c1	Clade_8
8881	JPVE01000004|c1|38747-39991|+|X893_3710|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV43271|9-414|KS1|KS1b	JPVE01000004	KS1b	c1	Clade_89
8882	JPVE01000007|c1|48587-61018||X893_4570|thioester_reductase_domain_protein|KGV34360|171-593|KS1|KS2	JPVE01000007	KS2	c1	clade_not_conserved
8883	JPVE01000007|c1|48587-61018||X893_4570|thioester_reductase_domain_protein|KGV34360|2198-2610|KS2|KS3	JPVE01000007	KS3	c1	Clade_47
8884	JPVE01000007|c1|66538-75063||X893_4576|AMP-binding_enzyme_family_protein|KGV34316|910-1354|KS1|KS1	JPVE01000007	KS1	c1	Clade_2
8885	JPVE01000007|c5|823213-827922||X893_5164|beta-eliminating_lyase_family_protein|KGV34464|964-1392|KS1|KS3	JPVE01000007	KS3	c5	Clade_60
8886	JPVE01000007|c5|827906-843055||X893_5165|polyketide_synthase_PksN|KGV34258|1175-1600|KS1|KS1	JPVE01000007	KS1	c5	clade_not_conserved
8887	JPVE01000007|c5|827906-843055||X893_5165|polyketide_synthase_PksN|KGV34258|2741-3179|KS2|KS2	JPVE01000007	KS2	c5	Clade_12
8888	JPVF01000008|c1|101113-114852||X897_3680|beta-eliminating_lyase_family_protein|KGV95874|3172-3601|KS2|KS2	JPVF01000008	KS2	c1	Clade_60
8889	JPVF01000008|c1|101113-114852||X897_3680|beta-eliminating_lyase_family_protein|KGV95874|4037-4468|KS3|KS3	JPVF01000008	KS3	c1	Clade_54
8890	JPVF01000008|c1|101113-114852||X897_3680|beta-eliminating_lyase_family_protein|KGV95874|797-1221|KS1|KS1	JPVF01000008	KS1	c1	Clade_8
8891	JPVF01000008|c1|122723-123967|+|X897_3688|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV95850|9-414|KS1|KS1b	JPVF01000008	KS1b	c1	Clade_89
8892	JPVF01000008|c1|63913-68580||X897_3676|beta-eliminating_lyase_family_protein|KGV96143|949-1377|KS1|KS10	JPVF01000008	KS10	c1	Clade_60
8893	JPVF01000008|c1|68564-83614||X897_3677|polyketide_synthase_PksN|KGV96258|1177-1602|KS1|KS8	JPVF01000008	KS8	c1	clade_not_conserved
8894	JPVF01000008|c1|68564-83614||X897_3677|polyketide_synthase_PksN|KGV96258|2716-3154|KS2|KS9	JPVF01000008	KS9	c1	Clade_12
8895	JPVF01000008|c1|83961-101123||X897_3679|methyltransferase_domain_protein|KGV96107|2351-2780|KS2|KS5	JPVF01000008	KS5	c1	Clade_62
8896	JPVF01000008|c1|83961-101123||X897_3679|methyltransferase_domain_protein|KGV96107|3356-3777|KS3|KS6	JPVF01000008	KS6	c1	Clade_82
8897	JPVF01000008|c1|83961-101123||X897_3679|methyltransferase_domain_protein|KGV96107|5090-5480|KS4|KS7	JPVF01000008	KS7	c1	Clade_80
8898	JPVF01000008|c1|83961-101123||X897_3679|methyltransferase_domain_protein|KGV96107|856-1277|KS1|KS4	JPVF01000008	KS4	c1	Clade_82
8899	JPVF01000008|c6|1043777-1052296|+|X897_4432|AMP-binding_enzyme_family_protein|KGV96345|917-1361|KS1|KS1	JPVF01000008	KS1	c6	Clade_2
8900	JPVF01000008|c6|1057786-1070169|+|X897_4438|thioester_reductase_domain_protein|KGV95446|171-593|KS1|KS2	JPVF01000008	KS2	c6	clade_not_conserved
8901	JPVF01000008|c6|1057786-1070169|+|X897_4438|thioester_reductase_domain_protein|KGV95446|2180-2592|KS2|KS3	JPVF01000008	KS3	c6	Clade_47
8902	JPVG01000006|c6|1430247-1442624||X900_3128|thioester_reductase_domain_protein|KGV52097|171-593|KS1|KS2	JPVG01000006	KS2	c6	clade_not_conserved
8903	JPVG01000006|c6|1430247-1442624||X900_3128|thioester_reductase_domain_protein|KGV52097|2177-2589|KS2|KS3	JPVG01000006	KS3	c6	Clade_47
8904	JPVG01000006|c6|1448201-1456765||X900_3134|AMP-binding_enzyme_family_protein|KGV52679|917-1361|KS1|KS1	JPVG01000006	KS1	c6	Clade_2
8905	JPVG01000009|c5|873108-874352||X900_5150|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV47188|9-414|KS1|KS1b	JPVG01000009	KS1b	c5	Clade_89
8906	JPVG01000009|c5|882287-895867|+|X900_5159|beta-eliminating_lyase_family_protein|KGV47248|3133-3562|KS2|KS2	JPVG01000009	KS2	c5	Clade_60
8907	JPVG01000009|c5|882287-895867|+|X900_5159|beta-eliminating_lyase_family_protein|KGV47248|3984-4415|KS3|KS3	JPVG01000009	KS3	c5	Clade_54
8908	JPVG01000009|c5|882287-895867|+|X900_5159|beta-eliminating_lyase_family_protein|KGV47248|777-1201|KS1|KS1	JPVG01000009	KS1	c5	Clade_8
8909	JPVG01000009|c5|897103-913467|+|X900_5160|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGV46701|1939-2368|KS2|KS5	JPVG01000009	KS5	c5	Clade_62
8910	JPVG01000009|c5|897103-913467|+|X900_5160|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGV46701|2983-3404|KS3|KS6	JPVG01000009	KS6	c5	Clade_82
8911	JPVG01000009|c5|897103-913467|+|X900_5160|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGV46701|448-869|KS1|KS4	JPVG01000009	KS4	c5	Clade_82
8912	JPVG01000009|c5|897103-913467|+|X900_5160|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGV46701|4707-5097|KS4|KS7	JPVG01000009	KS7	c5	Clade_80
8913	JPVG01000009|c5|913464-928625|+|X900_5161|polyketide_synthase_PksN|KGV47312|1175-1600|KS1|KS8	JPVG01000009	KS8	c5	clade_not_conserved
8914	JPVG01000009|c5|913464-928625|+|X900_5161|polyketide_synthase_PksN|KGV47312|2738-3176|KS2|KS9	JPVG01000009	KS9	c5	Clade_12
8915	JPVG01000009|c5|928609-933243|+|X900_5162|beta-eliminating_lyase_family_protein|KGV47538|938-1366|KS1|KS10	JPVG01000009	KS10	c5	Clade_60
8916	JPVH01000006|c5|2261423-2266093||X985_1892|beta-eliminating_lyase_family_protein|KGV44701|950-1378|KS1|KS10	JPVH01000006	KS10	c5	Clade_60
8917	JPVH01000006|c5|2266077-2281193||X985_1893|polyketide_synthase_PksN|KGV44893|1175-1600|KS1|KS8	JPVH01000006	KS8	c5	clade_not_conserved
8918	JPVH01000006|c5|2266077-2281193||X985_1893|polyketide_synthase_PksN|KGV44893|2732-3170|KS2|KS9	JPVH01000006	KS9	c5	Clade_12
8919	JPVH01000006|c5|2281190-2298829||X985_1894|methyltransferase_domain_protein|KGV45281|2365-2794|KS2|KS5	JPVH01000006	KS5	c5	Clade_62
8920	JPVH01000006|c5|2281190-2298829||X985_1894|methyltransferase_domain_protein|KGV45281|3409-3830|KS3|KS6	JPVH01000006	KS6	c5	Clade_82
8921	JPVH01000006|c5|2281190-2298829||X985_1894|methyltransferase_domain_protein|KGV45281|5145-5535|KS4|KS7	JPVH01000006	KS7	c5	Clade_80
8922	JPVH01000006|c5|2281190-2298829||X985_1894|methyltransferase_domain_protein|KGV45281|872-1293|KS1|KS4	JPVH01000006	KS4	c5	Clade_82
8923	JPVH01000006|c5|2298819-2312531||X985_1895|beta-eliminating_lyase_family_protein|KGV46566|3157-3586|KS2|KS2	JPVH01000006	KS2	c5	Clade_60
8924	JPVH01000006|c5|2298819-2312531||X985_1895|beta-eliminating_lyase_family_protein|KGV46566|4028-4459|KS3|KS3	JPVH01000006	KS3	c5	Clade_54
8925	JPVH01000006|c5|2298819-2312531||X985_1895|beta-eliminating_lyase_family_protein|KGV46566|797-1221|KS1|KS1	JPVH01000006	KS1	c5	Clade_8
8926	JPVH01000006|c5|2320464-2321708|+|X985_1903|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV46167|9-414|KS1|KS1b	JPVH01000006	KS1b	c5	Clade_89
8927	JPVH01000008|c5|1385749-1398138||X985_4011|thioester_reductase_domain_protein|KGV37676|171-593|KS1|KS2	JPVH01000008	KS2	c5	clade_not_conserved
8928	JPVH01000008|c5|1385749-1398138||X985_4011|thioester_reductase_domain_protein|KGV37676|2183-2595|KS2|KS3	JPVH01000008	KS3	c5	Clade_47
8929	JPVH01000008|c5|1403692-1412211||X985_4017|AMP-binding_enzyme_family_protein|KGV35563|917-1361|KS1|KS1	JPVH01000008	KS1	c5	Clade_2
8930	JPVI01000007|c4|580942-582186||X887_470|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV82738|9-414|KS1|KS1b	JPVI01000007	KS1b	c4	Clade_89
8931	JPVI01000007|c4|590075-603832|+|X887_478|beta-eliminating_lyase_family_protein|KGV81304|3185-3614|KS2|KS2	JPVI01000007	KS2	c4	Clade_60
8932	JPVI01000007|c4|590075-603832|+|X887_478|beta-eliminating_lyase_family_protein|KGV81304|4043-4474|KS3|KS3	JPVI01000007	KS3	c4	Clade_54
8933	JPVI01000007|c4|590075-603832|+|X887_478|beta-eliminating_lyase_family_protein|KGV81304|797-1221|KS1|KS1	JPVI01000007	KS1	c4	Clade_8
8934	JPVI01000007|c4|603822-621584|+|X887_479|polyketide_synthase_PksL|KGV81691|2351-2780|KS2|KS5	JPVI01000007	KS5	c4	Clade_62
8935	JPVI01000007|c4|603822-621584|+|X887_479|polyketide_synthase_PksL|KGV81691|3427-3848|KS3|KS6	JPVI01000007	KS6	c4	Clade_82
8936	JPVI01000007|c4|603822-621584|+|X887_479|polyketide_synthase_PksL|KGV81691|5173-5563|KS4|KS7	JPVI01000007	KS7	c4	Clade_80
8937	JPVI01000007|c4|603822-621584|+|X887_479|polyketide_synthase_PksL|KGV81691|858-1279|KS1|KS4	JPVI01000007	KS4	c4	Clade_82
8938	JPVI01000007|c4|621581-636811|+|X887_480|polyketide_synthase_PksN|KGV81292|1175-1600|KS1|KS8	JPVI01000007	KS8	c4	clade_not_conserved
8939	JPVI01000007|c4|621581-636811|+|X887_480|polyketide_synthase_PksN|KGV81292|2761-3199|KS2|KS9	JPVI01000007	KS9	c4	Clade_12
8940	JPVI01000007|c4|636795-641480|+|X887_481|beta-eliminating_lyase_family_protein|KGV81060|955-1383|KS1|KS10	JPVI01000007	KS10	c4	Clade_60
8941	JPVI01000008|c1|53903-62440|+|X887_4551|AMP-binding_enzyme_family_protein|KGV80232|917-1361|KS1|KS1	JPVI01000008	KS1	c1	Clade_2
8942	JPVI01000008|c1|67936-80307|+|X887_4557|thioester_reductase_domain_protein|KGV79853|171-593|KS1|KS2	JPVI01000008	KS2	c1	clade_not_conserved
8943	JPVI01000008|c1|67936-80307|+|X887_4557|thioester_reductase_domain_protein|KGV79853|2184-2596|KS2|KS3	JPVI01000008	KS3	c1	Clade_47
8944	JPVJ01000009|c6|1435467-1447838||X892_3753|thioester_reductase_domain_protein|KGV93146|171-593|KS1|KS2	JPVJ01000009	KS2	c6	clade_not_conserved
8945	JPVJ01000009|c6|1435467-1447838||X892_3753|thioester_reductase_domain_protein|KGV93146|2180-2592|KS2|KS3	JPVJ01000009	KS3	c6	Clade_47
8946	JPVJ01000009|c6|1455393-1461920||X892_3761|AMP-binding_enzyme_family_protein|KGV93657|917-1361|KS1|KS1	JPVJ01000009	KS1	c6	Clade_2
8947	JPVJ01000012|c2|252836-254080||X892_4272|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGV84327|9-414|KS1|KS1b	JPVJ01000012	KS1b	c2	Clade_89
8948	JPVJ01000012|c2|262046-275701|+|X892_4280|beta-eliminating_lyase_family_protein|KGV84557|3134-3563|KS2|KS2	JPVJ01000012	KS2	c2	Clade_60
8949	JPVJ01000012|c2|262046-275701|+|X892_4280|beta-eliminating_lyase_family_protein|KGV84557|4009-4440|KS3|KS3	JPVJ01000012	KS3	c2	Clade_54
8950	JPVJ01000012|c2|262046-275701|+|X892_4280|beta-eliminating_lyase_family_protein|KGV84557|777-1201|KS1|KS1	JPVJ01000012	KS1	c2	Clade_8
8951	JPVJ01000012|c2|275691-293534|+|X892_4281|methyltransferase_domain_protein|KGV84313|2399-2828|KS2|KS5	JPVJ01000012	KS5	c2	Clade_62
8952	JPVJ01000012|c2|275691-293534|+|X892_4281|methyltransferase_domain_protein|KGV84313|3462-3883|KS3|KS6	JPVJ01000012	KS6	c2	Clade_82
8953	JPVJ01000012|c2|275691-293534|+|X892_4281|methyltransferase_domain_protein|KGV84313|5221-5611|KS4|KS7	JPVJ01000012	KS7	c2	Clade_80
8954	JPVJ01000012|c2|275691-293534|+|X892_4281|methyltransferase_domain_protein|KGV84313|904-1325|KS1|KS4	JPVJ01000012	KS4	c2	Clade_82
8955	JPVJ01000012|c2|293531-308293|+|X892_4282|polyketide_synthase_PksN|KGV84701|1174-1599|KS1|KS8	JPVJ01000012	KS8	c2	clade_not_conserved
8956	JPVJ01000012|c2|293531-308293|+|X892_4282|polyketide_synthase_PksN|KGV84701|2734-3172|KS2|KS9	JPVJ01000012	KS9	c2	Clade_12
8957	JPVJ01000012|c2|308277-312962|+|X892_4283|beta-eliminating_lyase_family_protein|KGV84366|955-1383|KS1|KS10	JPVJ01000012	KS10	c2	Clade_60
8958	JPVK01000015|c1|109023-110267|+|X899_57|polyketide_biosynthesis_malonyl-ACP_decarboxylase_PksF|KGW08041|9-414|KS1|KS1b	JPVK01000015	KS1b	c1	Clade_89
8959	JPVK01000015|c1|49897-54573||X899_47|beta-eliminating_lyase_family_protein|KGW08130|952-1380|KS1|KS10	JPVK01000015	KS10	c1	Clade_60
8960	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|2301-2730|KS2|KS5	JPVK01000015	KS5	c1	Clade_62
8961	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|3356-3777|KS3|KS6	JPVK01000015	KS6	c1	Clade_82
8962	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|5098-5488|KS4|KS7	JPVK01000015	KS7	c1	Clade_80
8963	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|7019-7444|KS5|KS8	JPVK01000015	KS8	c1	clade_not_conserved
8964	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|811-1232|KS1|KS4	JPVK01000015	KS4	c1	Clade_82
8965	JPVK01000015|c1|54557-87241||X899_48|beta-ketoacyl-acyl-carrier-protein_synthase_II|KGW07530|8582-9020|KS6|KS9	JPVK01000015	KS9	c1	Clade_12
8966	JPVK01000015|c1|87465-101093||X899_49|beta-eliminating_lyase_family_protein|KGW08629|3145-3574|KS2|KS2	JPVK01000015	KS2	c1	Clade_60
8967	JPVK01000015|c1|87465-101093||X899_49|beta-eliminating_lyase_family_protein|KGW08629|4000-4431|KS3|KS3	JPVK01000015	KS3	c1	Clade_54
8968	JPVK01000015|c1|87465-101093||X899_49|beta-eliminating_lyase_family_protein|KGW08629|777-1201|KS1|KS1	JPVK01000015	KS1	c1	Clade_8
8969	JPVK01000015|c6|1030999-1039497|+|X899_802|AMP-binding_enzyme_family_protein|KGW07774|917-1361|KS1|KS1	JPVK01000015	KS1	c6	Clade_2
8970	JPVK01000015|c6|1045015-1057392|+|X899_808|thioester_reductase_domain_protein|KGW08401|171-593|KS1|KS2	JPVK01000015	KS2	c6	clade_not_conserved
8971	JPVK01000015|c6|1045015-1057392|+|X899_808|thioester_reductase_domain_protein|KGW08401|2177-2589|KS2|KS3	JPVK01000015	KS3	c6	Clade_47
8972	JPVL01000011|c3|328459-340824||X980_4991|thioester_reductase_domain_protein|KGW16758|171-593|KS1|KS2	JPVL01000011	KS2	c3	clade_not_conserved
8973	JPVL01000011|c3|328459-340824||X980_4991|thioester_reductase_domain_protein|KGW16758|2177-2589|KS2|KS3	JPVL01000011	KS3	c3	Clade_47
8974	JPVL01000011|c3|346338-354902||X980_4997|AMP-binding_enzyme_family_protein|KGW16637|917-1361|KS1|KS1	JPVL01000011	KS1	c3	Clade_2
