DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,Contig edge
Paenibacillus mucilaginosus K02|CP003422|c2,-1
Paenibacillus vortex V453|ADHJ01000037|c1,-1
SIA7248,-1
Streptomyces sp A7248|JQ269659|c1,1
Burkholderia thailandensis E444|CP004118|c2,-1
Massilia sp NR 4-1|CP012201|c6,-1
Burkholderia thailandensis|CP008915|c6,-1
Burkholderia thailandensis H0587|CP004090|c6,-1
thailandamide,-1
Burkholderia thailandensis 2002721723|CP004098|c8,-1
Burkholderia thailandensis 2002721643|CP009602|c5,-1
Burkholderia thailandensis USAMRU Malaysia #20|CP004384|c3,-1
Burkholderia thailandensis E254|CP004382|c4,-1
Burkholderia thailandensis MSMB59|CP004386|c12,-1
Burkholderia thailandensis E264|CP008786|c3,-1
Burkholderia thailandensis Phuket 4W-1|AQQJ01000003|c10,-1
Burkholderia thailandensis 34|CP010018|c10,-1
Burkholderia thailandensis E264|CP000085|c7,-1
